id,date_appel,entite,famille,nombre_entrants_corrige
14973,2021-07-29,Entite 1,F5,"29,459249609"
14974,2021-07-29,Entite 1,F6,"385,47582697"
14975,2021-07-29,Entite 1,F7,"3349,9759615"
14976,2021-07-29,Entite 2,F1,"1598,8126697"
14977,2021-07-29,Entite 2,F2,"609,99448145"
14978,2021-07-29,Entite 2,F3,"1084,5786408"
14979,2021-07-29,Entite 3,F2,"4,4"
14980,2021-07-29,Entite 3,F5,"214,68571429"
14981,2021-07-29,Entite 3,F7,"541,02258065"
14982,2021-07-29,Entite 4,F5,6
14983,2021-07-29,Entite 4,F7,"209,06419353"
14984,2021-07-29,Entite 5,F1,36
14985,2021-07-29,Entite 5,F2,"3193,4189189"
14986,2021-07-29,Entite 5,F3,"220,99202454"
14987,2021-07-29,Entite 5,F5,"200,70634335"
14988,2021-07-29,Entite 5,F6,"410,93761062"
14989,2021-07-29,Entite 5,F7,"1848,7254692"
14990,2021-07-30,Entite 1,F2,"305,31988393"
14991,2021-07-30,Entite 1,F3,"421,05256724"
14992,2021-07-30,Entite 1,F5,"45,825"
14993,2021-07-30,Entite 1,F6,"1056,4956735"
14994,2021-07-30,Entite 1,F7,"373,3690566"
14995,2021-07-30,Entite 2,F1,"1328,5651163"
14996,2021-07-30,Entite 2,F2,"925,62989634"
14997,2021-07-30,Entite 2,F3,"329,992"
14998,2021-07-30,Entite 3,F2,"3,3"
14999,2021-07-30,Entite 3,F5,176
15000,2021-07-30,Entite 3,F7,"442,89976526"
15001,2021-07-30,Entite 4,F5,"23,1"
15002,2021-07-30,Entite 4,F7,"143,42550192"
15003,2021-07-30,Entite 5,F1,15
15004,2021-07-30,Entite 5,F2,"892,97669173"
15005,2021-07-30,Entite 5,F3,"362,67"
15006,2021-07-30,Entite 5,F5,"401,57608989"
15007,2021-07-30,Entite 5,F6,"672,49487179"
15008,2021-07-30,Entite 5,F7,"2599,5194943"
15009,2021-07-31,Entite 1,F2,"39,875"
15010,2021-07-31,Entite 1,F3,"115,12368421"
15011,2021-07-31,Entite 1,F5,"7,558974359"
15012,2021-07-31,Entite 1,F6,"326,78789346"
15013,2021-07-31,Entite 1,F7,"72,947368421"
15014,2021-07-31,Entite 2,F1,"373,6173913"
15015,2021-07-31,Entite 2,F2,"223,00515464"
15016,2021-07-31,Entite 2,F3,"105,99699248"
15017,2021-07-31,Entite 5,F1,5
15018,2021-07-31,Entite 5,F2,"246,29594595"
15019,2021-07-31,Entite 5,F3,"158,58333333"
15020,2021-07-31,Entite 5,F5,"86,374463632"
15021,2021-07-31,Entite 5,F6,"391,23934426"
15022,2021-07-31,Entite 5,F7,"660,99655963"
15023,2021-08-02,Entite 1,F2,"309,24165541"
15024,2021-08-02,Entite 1,F3,"540,61801126"
15025,2021-08-02,Entite 1,F5,"62,623248922"
15026,2021-08-02,Entite 1,F6,"1138,8912637"
15027,2021-08-02,Entite 1,F7,"382,73758865"
15028,2021-08-02,Entite 2,F1,"1657,7918097"
15029,2021-08-02,Entite 2,F2,"912,11128049"
15030,2021-08-02,Entite 2,F3,"471,07902439"
15031,2021-08-02,Entite 3,F2,"1,1"
15032,2021-08-02,Entite 3,F5,"191,94078212"
15033,2021-08-02,Entite 3,F7,"567,35289855"
15034,2021-08-02,Entite 4,F5,"18,365217391"
15035,2021-08-02,Entite 4,F7,"183,89591194"
15036,2021-08-02,Entite 5,F1,22
15037,2021-08-02,Entite 5,F2,"1055,0162602"
15038,2021-08-02,Entite 5,F3,"440,11025057"
15039,2021-08-02,Entite 5,F5,"434,31005907"
15040,2021-08-02,Entite 5,F6,"814,47384615"
15041,2021-08-02,Entite 5,F7,"3092,1240115"
15042,2021-08-03,Entite 1,F2,"244,99892966"
15043,2021-08-03,Entite 1,F3,"521,91229839"
15044,2021-08-03,Entite 1,F5,"59,667644033"
15045,2021-08-03,Entite 1,F6,"1102,5377742"
15046,2021-08-03,Entite 1,F7,"404,085"
15047,2021-08-03,Entite 2,F1,"1971,8749515"
15048,2021-08-03,Entite 2,F2,"923,70089888"
15049,2021-08-03,Entite 2,F3,"326,49446367"
15050,2021-08-03,Entite 3,F2,"1,1"
15051,2021-08-03,Entite 3,F5,"186,05714286"
15052,2021-08-03,Entite 3,F7,"552,49013283"
15053,2021-08-03,Entite 4,F5,18
15054,2021-08-03,Entite 4,F7,"158,25165955"
15055,2021-08-03,Entite 5,F1,42
15056,2021-08-03,Entite 5,F2,"1025,3850153"
15057,2021-08-03,Entite 5,F3,"619,46836735"
15058,2021-08-03,Entite 5,F5,"423,78958959"
15059,2021-08-03,Entite 5,F6,"696,2806338"
15060,2021-08-03,Entite 5,F7,"2842,9356626"
15061,2021-08-04,Entite 1,F2,"247,67078105"
15062,2021-08-04,Entite 1,F3,"510,4"
15063,2021-08-04,Entite 1,F5,"53,461213235"
15064,2021-08-04,Entite 1,F6,"1038,8899648"
15065,2021-08-04,Entite 1,F7,"366,59130435"
15066,2021-08-04,Entite 2,F1,"1502,3465116"
15067,2021-08-04,Entite 2,F2,"840,78596491"
15068,2021-08-04,Entite 2,F3,"536,25"
15069,2021-08-04,Entite 3,F2,"5,5"
15070,2021-08-04,Entite 3,F5,"190,125"
15071,2021-08-04,Entite 3,F7,"490,6092827"
15072,2021-08-04,Entite 4,F5,"23,896551724"
15073,2021-08-04,Entite 4,F7,"162,76552111"
15074,2021-08-04,Entite 5,F1,39
15075,2021-08-04,Entite 5,F2,"886,35320513"
15076,2021-08-04,Entite 5,F3,"486,26707317"
15077,2021-08-04,Entite 5,F5,"414,85882201"
15078,2021-08-04,Entite 5,F6,"658,35918367"
15079,2021-08-04,Entite 5,F7,"2739,1964862"
15080,2021-08-05,Entite 1,F2,"230,83403623"
15081,2021-08-05,Entite 1,F3,"579,59843206"
15082,2021-08-05,Entite 1,F5,"57,424074074"
15083,2021-08-05,Entite 1,F6,"1138,7257097"
15084,2021-08-05,Entite 1,F7,"375,37929688"
15085,2021-08-05,Entite 2,F1,"1598,5662289"
15086,2021-08-05,Entite 2,F2,"833,61789298"
15087,2021-08-05,Entite 2,F3,"402,84444444"
15088,2021-08-05,Entite 3,F2,3
15089,2021-08-05,Entite 3,F5,"194,11978022"
15090,2021-08-05,Entite 3,F7,"536,4688172"
15091,2021-08-05,Entite 4,F5,"20,378947368"
15092,2021-08-05,Entite 4,F7,"161,1205401"
15093,2021-08-05,Entite 5,F1,17
15094,2021-08-05,Entite 5,F2,"944,02084942"
15095,2021-08-05,Entite 5,F3,"482,54729459"
15096,2021-08-05,Entite 5,F5,"403,03352941"
15097,2021-08-05,Entite 5,F6,"812,8539267"
15098,2021-08-05,Entite 5,F7,"2957,3781684"
15099,2021-08-06,Entite 1,F2,"241,9892029"
15100,2021-08-06,Entite 1,F3,558
15101,2021-08-06,Entite 1,F5,"43,79047619"
15102,2021-08-06,Entite 1,F6,"1136,5375191"
15103,2021-08-06,Entite 1,F7,312
15104,2021-08-06,Entite 2,F1,"1358,2318907"
15105,2021-08-06,Entite 2,F2,"799,031477"
15106,2021-08-06,Entite 2,F3,"517,58132118"
15107,2021-08-06,Entite 3,F2,"2,2"
15108,2021-08-06,Entite 3,F5,"146,55882353"
15109,2021-08-06,Entite 3,F7,"506,42950108"
15110,2021-08-06,Entite 4,F5,"23,955555556"
15111,2021-08-06,Entite 4,F7,"162,63244711"
15112,2021-08-06,Entite 5,F1,34
15113,2021-08-06,Entite 5,F2,"900,91333333"
15114,2021-08-06,Entite 5,F3,"518,67067669"
15115,2021-08-06,Entite 5,F5,"430,11428571"
15116,2021-08-06,Entite 5,F6,"799,76676301"
15117,2021-08-06,Entite 5,F7,"2669,7429062"
15118,2021-08-07,Entite 1,F2,"38,762724803"
15119,2021-08-07,Entite 1,F3,"116,10909091"
15120,2021-08-07,Entite 1,F5,"10,371428571"
15121,2021-08-07,Entite 1,F6,"313,39"
15122,2021-08-07,Entite 1,F7,93
15123,2021-08-07,Entite 2,F1,"341,68454936"
15124,2021-08-07,Entite 2,F2,"172,9122807"
15125,2021-08-07,Entite 2,F3,"115,48971963"
15126,2021-08-07,Entite 5,F1,4
15127,2021-08-07,Entite 5,F2,"219,66412214"
15128,2021-08-07,Entite 5,F3,"208,89908257"
15129,2021-08-07,Entite 5,F5,"90,626530612"
15130,2021-08-07,Entite 5,F6,"408,48864353"
15131,2021-08-07,Entite 5,F7,"741,74192229"
15132,2021-08-09,Entite 1,F2,"243,17479445"
15133,2021-08-09,Entite 1,F3,"653,45482315"
15134,2021-08-09,Entite 1,F5,"50,982608696"
15135,2021-08-09,Entite 1,F6,"1164,9056995"
15136,2021-08-09,Entite 1,F7,"417,58315789"
15137,2021-08-09,Entite 2,F1,"1626,4897138"
15138,2021-08-09,Entite 2,F2,"911,15892857"
15139,2021-08-09,Entite 2,F3,537
15140,2021-08-09,Entite 3,F2,"1,76"
15141,2021-08-09,Entite 3,F5,228
15142,2021-08-09,Entite 3,F7,"589,28517241"
15143,2021-08-09,Entite 4,F5,"23,626086957"
15144,2021-08-09,Entite 4,F7,"210,70557617"
15145,2021-08-09,Entite 5,F1,"6,05"
15146,2021-08-09,Entite 5,F2,"1045,737931"
15147,2021-08-09,Entite 5,F3,"558,28267327"
15148,2021-08-09,Entite 5,F5,"413,0491943"
15149,2021-08-09,Entite 5,F6,"811,15625"
15150,2021-08-09,Entite 5,F7,"3117,2492361"
15151,2021-08-10,Entite 1,F2,"248,17458366"
15152,2021-08-10,Entite 1,F3,"714,33520249"
15153,2021-08-10,Entite 1,F5,"50,655491803"
15154,2021-08-10,Entite 1,F6,"1111,9632922"
15155,2021-08-10,Entite 1,F7,"513,4486755"
15156,2021-08-10,Entite 2,F1,"1451,8420275"
15157,2021-08-10,Entite 2,F2,"840,03005367"
15158,2021-08-10,Entite 2,F3,"636,85948435"
15159,2021-08-10,Entite 3,F2,1
15160,2021-08-10,Entite 3,F5,187
15161,2021-08-10,Entite 3,F7,"525,95492958"
15162,2021-08-10,Entite 4,F5,"21,6"
15163,2021-08-10,Entite 4,F7,"160,70869313"
15164,2021-08-10,Entite 5,F1,"14,177777778"
15165,2021-08-10,Entite 5,F2,"1027,9623596"
15166,2021-08-10,Entite 5,F3,"669,72582026"
15167,2021-08-10,Entite 5,F5,"476,76561899"
15168,2021-08-10,Entite 5,F6,"839,70153374"
15169,2021-08-10,Entite 5,F7,"3102,4317975"
15170,2021-08-11,Entite 1,F2,"245,59014493"
15171,2021-08-11,Entite 1,F3,537
15172,2021-08-11,Entite 1,F5,"48,900930233"
15173,2021-08-11,Entite 1,F6,"999,32420263"
15174,2021-08-11,Entite 1,F7,"376,03902439"
15175,2021-08-11,Entite 2,F1,"1305,8190164"
15176,2021-08-11,Entite 2,F2,"810,15634006"
15177,2021-08-11,Entite 2,F3,"523,58851775"
15178,2021-08-11,Entite 3,F2,1
15179,2021-08-11,Entite 3,F5,"192,6122449"
15180,2021-08-11,Entite 3,F7,"488,75308642"
15181,2021-08-11,Entite 4,F5,"30,04137931"
15182,2021-08-11,Entite 4,F7,"182,44023697"
15183,2021-08-11,Entite 5,F1,"30,066666667"
15184,2021-08-11,Entite 5,F2,"958,18881988"
15185,2021-08-11,Entite 5,F3,"564,45487365"
15186,2021-08-11,Entite 5,F5,"401,17542628"
15187,2021-08-11,Entite 5,F6,"752,63272727"
15188,2021-08-11,Entite 5,F7,"2750,7427962"
15189,2021-08-12,Entite 1,F2,"246,47554708"
15190,2021-08-12,Entite 1,F3,554
15191,2021-08-12,Entite 1,F5,"50,78125"
15192,2021-08-12,Entite 1,F6,"882,34352941"
15193,2021-08-12,Entite 1,F7,"309,43925234"
15194,2021-08-12,Entite 2,F1,"1262,5120551"
15195,2021-08-12,Entite 2,F2,"797,33637703"
15196,2021-08-12,Entite 2,F3,472
15197,2021-08-12,Entite 3,F2,"4,95"
15198,2021-08-12,Entite 3,F5,131
15199,2021-08-12,Entite 3,F7,"407,48271277"
15200,2021-08-12,Entite 4,F5,10
15201,2021-08-12,Entite 4,F7,"154,27248753"
15202,2021-08-12,Entite 5,F1,"25,08"
15203,2021-08-12,Entite 5,F2,"944,24661654"
15204,2021-08-12,Entite 5,F3,"493,65728745"
15205,2021-08-12,Entite 5,F5,"401,26625"
15206,2021-08-12,Entite 5,F6,"651,57989691"
15207,2021-08-12,Entite 5,F7,"2606,2121392"
15208,2021-08-13,Entite 1,F2,"217,58810179"
15209,2021-08-13,Entite 1,F3,"476,2293578"
15210,2021-08-13,Entite 1,F5,"43,22972973"
15211,2021-08-13,Entite 1,F6,"928,67757009"
15212,2021-08-13,Entite 1,F7,"290,41208791"
15213,2021-08-13,Entite 2,F1,"1154,7464684"
15214,2021-08-13,Entite 2,F2,"788,42262372"
15215,2021-08-13,Entite 2,F3,409
15216,2021-08-13,Entite 3,F2,7
15217,2021-08-13,Entite 3,F5,"149,1875"
15218,2021-08-13,Entite 3,F7,"381,1602122"
15219,2021-08-13,Entite 4,F5,"12,906666667"
15220,2021-08-13,Entite 4,F7,"118,23334726"
15221,2021-08-13,Entite 5,F1,"12,833333333"
15222,2021-08-13,Entite 5,F2,"774,408413"
15223,2021-08-13,Entite 5,F3,"392,85230769"
15224,2021-08-13,Entite 5,F5,"361,13793103"
15225,2021-08-13,Entite 5,F6,"643,78859316"
15226,2021-08-13,Entite 5,F7,"2671,3827584"
15227,2021-08-14,Entite 1,F2,"40,449122807"
15228,2021-08-14,Entite 1,F3,"133,45511811"
15229,2021-08-14,Entite 1,F5,8
15230,2021-08-14,Entite 1,F6,"210,78391304"
15231,2021-08-14,Entite 1,F7,"78,180487805"
15232,2021-08-14,Entite 2,F1,"319,02761506"
15233,2021-08-14,Entite 2,F2,"180,88054608"
15234,2021-08-14,Entite 2,F3,"131,15384615"
15235,2021-08-14,Entite 5,F1,"4,0333333333"
15236,2021-08-14,Entite 5,F2,"223,85964912"
15237,2021-08-14,Entite 5,F3,"161,7"
15238,2021-08-14,Entite 5,F5,"84,5"
15239,2021-08-14,Entite 5,F6,"306,3764"
15240,2021-08-14,Entite 5,F7,"591,05454545"
15241,2021-08-16,Entite 1,F2,"258,22391035"
15242,2021-08-16,Entite 1,F3,670
15243,2021-08-16,Entite 1,F5,"60,838593082"
15244,2021-08-16,Entite 1,F6,"1146,120132"
15245,2021-08-16,Entite 1,F7,"436,32794118"
15246,2021-08-16,Entite 2,F1,"1605,5508582"
15247,2021-08-16,Entite 2,F2,"833,57770035"
15248,2021-08-16,Entite 2,F3,532
15249,2021-08-16,Entite 3,F2,1
15250,2021-08-16,Entite 3,F5,"227,13273543"
15251,2021-08-16,Entite 3,F7,"584,27429577"
15252,2021-08-16,Entite 4,F5,"18,7"
15253,2021-08-16,Entite 4,F7,"188,44117647"
15254,2021-08-16,Entite 5,F1,"20,9"
15255,2021-08-16,Entite 5,F2,"1025,0928696"
15256,2021-08-16,Entite 5,F3,"537,86526316"
15257,2021-08-16,Entite 5,F5,"432,63075018"
15258,2021-08-16,Entite 5,F6,"840,75948795"
15259,2021-08-16,Entite 5,F7,"3366,1148707"
15260,2021-08-17,Entite 1,F2,"234,94550847"
15261,2021-08-17,Entite 1,F3,"579,79460371"
15262,2021-08-17,Entite 1,F5,"47,363732273"
15263,2021-08-17,Entite 1,F6,"1028,4892061"
15264,2021-08-17,Entite 1,F7,"383,94074074"
15265,2021-08-17,Entite 2,F1,"1562,436"
15266,2021-08-17,Entite 2,F2,"842,86207749"
15267,2021-08-17,Entite 2,F3,467
15268,2021-08-17,Entite 3,F2,2
15269,2021-08-17,Entite 3,F5,"170,77142857"
15270,2021-08-17,Entite 3,F7,"533,32878465"
15271,2021-08-17,Entite 4,F5,"16,5"
15272,2021-08-17,Entite 4,F7,"169,16246251"
15273,2021-08-17,Entite 5,F1,"13,2"
15274,2021-08-17,Entite 5,F2,"900,26718147"
15275,2021-08-17,Entite 5,F3,"474,03298319"
15276,2021-08-17,Entite 5,F5,"418,1061749"
15277,2021-08-17,Entite 5,F6,"720,35333333"
15278,2021-08-17,Entite 5,F7,"3068,2228074"
15279,2021-08-18,Entite 1,F2,"206,02406388"
15280,2021-08-18,Entite 1,F3,499
15281,2021-08-18,Entite 1,F5,"52,299516908"
15282,2021-08-18,Entite 1,F6,"955,31434185"
15283,2021-08-18,Entite 1,F7,"358,55319149"
15284,2021-08-18,Entite 2,F1,"1276,4918212"
15285,2021-08-18,Entite 2,F2,"783,2077533"
15286,2021-08-18,Entite 2,F3,402
15287,2021-08-18,Entite 3,F2,1
15288,2021-08-18,Entite 3,F5,138
15289,2021-08-18,Entite 3,F7,"422,63571429"
15290,2021-08-18,Entite 4,F5,"21,576923077"
15291,2021-08-18,Entite 4,F7,"145,29301287"
15292,2021-08-18,Entite 5,F1,"14,85"
15293,2021-08-18,Entite 5,F2,"830,1975"
15294,2021-08-18,Entite 5,F3,"446,4"
15295,2021-08-18,Entite 5,F5,"348,19784734"
15296,2021-08-18,Entite 5,F6,"644,83539095"
15297,2021-08-18,Entite 5,F7,"2719,7024973"
15298,2021-08-19,Entite 1,F2,"207,79253694"
15299,2021-08-19,Entite 1,F3,"471,86843267"
15300,2021-08-19,Entite 1,F4,2
15301,2021-08-19,Entite 1,F5,"39,443"
15302,2021-08-19,Entite 1,F6,"988,46062917"
15303,2021-08-19,Entite 1,F7,"310,96431925"
15304,2021-08-19,Entite 2,F1,"1265,1864407"
15305,2021-08-19,Entite 2,F2,"768,9164794"
15306,2021-08-19,Entite 2,F3,376
15307,2021-08-19,Entite 3,F2,"1,1"
15308,2021-08-19,Entite 3,F5,"167,0625"
15309,2021-08-19,Entite 3,F7,"434,00789474"
15310,2021-08-19,Entite 4,F5,"23,913043478"
15311,2021-08-19,Entite 4,F7,"165,05452224"
15312,2021-08-19,Entite 5,F1,"23,571428571"
15313,2021-08-19,Entite 5,F2,"825,0066"
15314,2021-08-19,Entite 5,F3,"400,4869898"
15315,2021-08-19,Entite 5,F5,"340,0029403"
15316,2021-08-19,Entite 5,F6,"625,58754864"
15317,2021-08-19,Entite 5,F7,"2431,7956646"
15318,2021-08-20,Entite 1,F2,"194,18689705"
15319,2021-08-20,Entite 1,F3,"408,32225064"
15320,2021-08-20,Entite 1,F5,"47,441166667"
15321,2021-08-20,Entite 1,F6,"840,14850427"
15322,2021-08-20,Entite 1,F7,"313,65"
15323,2021-08-20,Entite 2,F1,"1127,4859873"
15324,2021-08-20,Entite 2,F2,"702,88414986"
15325,2021-08-20,Entite 2,F3,425
15326,2021-08-20,Entite 3,F2,"4,4"
15327,2021-08-20,Entite 3,F5,"172,40751445"
15328,2021-08-20,Entite 3,F7,"408,25785877"
15329,2021-08-20,Entite 4,F5,"30,311111111"
15330,2021-08-20,Entite 4,F7,"133,06859771"
15331,2021-08-20,Entite 5,F1,"14,025"
15332,2021-08-20,Entite 5,F2,"750,71792657"
15333,2021-08-20,Entite 5,F3,"630,73214286"
15334,2021-08-20,Entite 5,F5,"326,36266667"
15335,2021-08-20,Entite 5,F6,"545,87368421"
15336,2021-08-20,Entite 5,F7,"2255,4269748"
15337,2021-08-21,Entite 1,F2,"35,2"
15338,2021-08-21,Entite 1,F3,"135,08656716"
15339,2021-08-21,Entite 1,F5,"4,9935483871"
15340,2021-08-21,Entite 1,F6,"263,35833333"
15341,2021-08-21,Entite 1,F7,"42,24"
15342,2021-08-21,Entite 2,F1,"273,51267606"
15343,2021-08-21,Entite 2,F2,"153,35730337"
15344,2021-08-21,Entite 2,F3,"108,26129032"
15345,2021-08-21,Entite 5,F1,3
15346,2021-08-21,Entite 5,F2,"172,71864407"
15347,2021-08-21,Entite 5,F3,"199,56725664"
15348,2021-08-21,Entite 5,F5,"76,361290323"
15349,2021-08-21,Entite 5,F6,"364,86424419"
15350,2021-08-21,Entite 5,F7,"615,21062176"
15351,2021-08-23,Entite 1,F2,"213,05012422"
15352,2021-08-23,Entite 1,F3,"620,88349673"
15353,2021-08-23,Entite 1,F5,40
15354,2021-08-23,Entite 1,F6,"1122,2044408"
15355,2021-08-23,Entite 1,F7,"396,7187251"
15356,2021-08-23,Entite 2,F1,"1413,9771084"
15357,2021-08-23,Entite 2,F2,"789,02940109"
15358,2021-08-23,Entite 2,F3,522
15359,2021-08-23,Entite 3,F2,3
15360,2021-08-23,Entite 3,F5,"225,67087379"
15361,2021-08-23,Entite 3,F7,"596,83137255"
15362,2021-08-23,Entite 4,F1,5
15363,2021-08-23,Entite 4,F5,"20,9"
15364,2021-08-23,Entite 4,F7,"211,48032321"
15365,2021-08-23,Entite 5,F1,31
15366,2021-08-23,Entite 5,F2,"895,55658363"
15367,2021-08-23,Entite 5,F3,"504,60220994"
15368,2021-08-23,Entite 5,F5,"338,74993311"
15369,2021-08-23,Entite 5,F6,"762,08680782"
15370,2021-08-23,Entite 5,F7,"2821,7044996"
15371,2021-08-24,Entite 1,F2,"225,43633057"
15372,2021-08-24,Entite 1,F3,"663,87228525"
15373,2021-08-24,Entite 1,F5,"50,172633087"
15374,2021-08-24,Entite 1,F6,"1088,1352494"
15375,2021-08-24,Entite 1,F7,"437,45714286"
15376,2021-08-24,Entite 2,F1,"1133,9164238"
15377,2021-08-24,Entite 2,F2,"767,48265306"
15378,2021-08-24,Entite 2,F3,701
15379,2021-08-24,Entite 3,F2,"3,3"
15380,2021-08-24,Entite 3,F5,195
15381,2021-08-24,Entite 3,F7,"523,0573991"
15382,2021-08-24,Entite 4,F5,"21,79047619"
15383,2021-08-24,Entite 4,F7,"163,88067457"
15384,2021-08-24,Entite 5,F1,26
15385,2021-08-24,Entite 5,F2,"763,31284797"
15386,2021-08-24,Entite 5,F3,"719,974883"
15387,2021-08-24,Entite 5,F5,"327,80629527"
15388,2021-08-24,Entite 5,F6,"646,25433071"
15389,2021-08-24,Entite 5,F7,"2550,0006817"
15390,2021-08-25,Entite 1,F2,"196,3009901"
15391,2021-08-25,Entite 1,F3,572
15392,2021-08-25,Entite 1,F5,"50,5"
15393,2021-08-25,Entite 1,F6,"972,68648111"
15394,2021-08-25,Entite 1,F7,"358,67951807"
15395,2021-08-25,Entite 2,F1,"1162,9489051"
15396,2021-08-25,Entite 2,F2,"685,63106796"
15397,2021-08-25,Entite 2,F3,538
15398,2021-08-25,Entite 3,F2,"2,2"
15399,2021-08-25,Entite 3,F5,192
15400,2021-08-25,Entite 3,F7,"501,19913232"
15401,2021-08-25,Entite 4,F5,"31,935483871"
15402,2021-08-25,Entite 4,F7,"130,99683321"
15403,2021-08-25,Entite 5,F1,"24,933333333"
15404,2021-08-25,Entite 5,F2,"798,1970297"
15405,2021-08-25,Entite 5,F3,"436,38064516"
15406,2021-08-25,Entite 5,F5,"361,11428571"
15407,2021-08-25,Entite 5,F6,"663,71731123"
15408,2021-08-25,Entite 5,F7,"2425,7501096"
15409,2021-08-26,Entite 1,F2,"181,121322"
15410,2021-08-26,Entite 1,F3,"510,72150313"
15411,2021-08-26,Entite 1,F5,"43,040496464"
15412,2021-08-26,Entite 1,F6,"874,20674646"
15413,2021-08-26,Entite 1,F7,"302,01311475"
15414,2021-08-26,Entite 2,F1,"1112,8138298"
15415,2021-08-26,Entite 2,F2,"705,17025739"
15416,2021-08-26,Entite 2,F3,402
15417,2021-08-26,Entite 3,F2,2
15418,2021-08-26,Entite 3,F5,169
15419,2021-08-26,Entite 3,F7,"399,46846847"
15420,2021-08-26,Entite 4,F5,"21,6"
15421,2021-08-26,Entite 4,F7,"135,8836491"
15422,2021-08-26,Entite 5,F1,26
15423,2021-08-26,Entite 5,F2,"704,02842377"
15424,2021-08-26,Entite 5,F3,"381,71458886"
15425,2021-08-26,Entite 5,F5,"313,72405939"
15426,2021-08-26,Entite 5,F6,"601,83549061"
15427,2021-08-26,Entite 5,F7,"2180,894423"
15428,2021-08-27,Entite 1,F2,"154,24666085"
15429,2021-08-27,Entite 1,F3,"467,79813084"
15430,2021-08-27,Entite 1,F4,1
15431,2021-08-27,Entite 1,F5,"44,515929204"
15432,2021-08-27,Entite 1,F6,"873,63987539"
15433,2021-08-27,Entite 1,F7,"299,11894737"
15434,2021-08-27,Entite 2,F1,"1044,5868996"
15435,2021-08-27,Entite 2,F2,"694,72364672"
15436,2021-08-27,Entite 2,F3,"407,13296703"
15437,2021-08-27,Entite 3,F2,"4,4"
15438,2021-08-27,Entite 3,F5,167
15439,2021-08-27,Entite 3,F7,"427,03157895"
15440,2021-08-27,Entite 4,F5,"8,25"
15441,2021-08-27,Entite 4,F7,"147,59258364"
15442,2021-08-27,Entite 5,F1,23
15443,2021-08-27,Entite 5,F2,"712,66621622"
15444,2021-08-27,Entite 5,F3,"372,89452736"
15445,2021-08-27,Entite 5,F5,"374,00189942"
15446,2021-08-27,Entite 5,F6,"573,02094456"
15447,2021-08-27,Entite 5,F7,"2207,1159411"
15448,2021-08-28,Entite 1,F2,"31,590704096"
15449,2021-08-28,Entite 1,F3,"106,7"
15450,2021-08-28,Entite 1,F5,"3,6666666667"
15451,2021-08-28,Entite 1,F6,"231,28875"
15452,2021-08-28,Entite 1,F7,"77,75625"
15453,2021-08-28,Entite 2,F1,"314,09064039"
15454,2021-08-28,Entite 2,F2,"138,46"
15455,2021-08-28,Entite 2,F3,"111,55047619"
15456,2021-08-28,Entite 5,F1,5
15457,2021-08-28,Entite 5,F2,"186,54339623"
15458,2021-08-28,Entite 5,F3,"142,375"
15459,2021-08-28,Entite 5,F5,"69,792105263"
15460,2021-08-28,Entite 5,F6,"353,57142857"
15461,2021-08-28,Entite 5,F7,"576,13294798"
15462,2021-08-30,Entite 1,F2,"217,3597444"
15463,2021-08-30,Entite 1,F3,"499,23511294"
15464,2021-08-30,Entite 1,F5,"34,961885246"
15465,2021-08-30,Entite 1,F6,"1138,5090461"
15466,2021-08-30,Entite 1,F7,"367,02139535"
15467,2021-08-30,Entite 2,F1,"1246,3430605"
15468,2021-08-30,Entite 2,F2,"739,45342052"
15469,2021-08-30,Entite 2,F3,486
15470,2021-08-30,Entite 3,F2,4
15471,2021-08-30,Entite 3,F5,218
15472,2021-08-30,Entite 3,F7,"658,38762215"
15473,2021-08-30,Entite 4,F5,"24,480729167"
15474,2021-08-30,Entite 4,F7,"172,53658156"
15475,2021-08-30,Entite 5,F1,"29,333333333"
15476,2021-08-30,Entite 5,F2,"874,99901381"
15477,2021-08-30,Entite 5,F3,"456,36363636"
15478,2021-08-30,Entite 5,F5,"425,31924522"
15479,2021-08-30,Entite 5,F6,"723,89678511"
15480,2021-08-30,Entite 5,F7,"2756,9580762"
15481,2021-08-31,Entite 1,F2,"183,28544336"
15482,2021-08-31,Entite 1,F3,487
15483,2021-08-31,Entite 1,F5,"65,379032258"
15484,2021-08-31,Entite 1,F6,"910,70050251"
15485,2021-08-31,Entite 1,F7,"357,45132743"
15486,2021-08-31,Entite 2,F1,"1325,0381679"
15487,2021-08-31,Entite 2,F2,"740,31720542"
15488,2021-08-31,Entite 2,F3,404
15489,2021-08-31,Entite 3,F2,"2,2"
15490,2021-08-31,Entite 3,F5,"199,60441989"
15491,2021-08-31,Entite 3,F7,"622,42527076"
15492,2021-08-31,Entite 4,F5,21
15493,2021-08-31,Entite 4,F7,"175,05750536"
15494,2021-08-31,Entite 5,F1,28
15495,2021-08-31,Entite 5,F2,"759,78471338"
15496,2021-08-31,Entite 5,F3,"432,19957537"
15497,2021-08-31,Entite 5,F5,"404,75775283"
15498,2021-08-31,Entite 5,F6,"719,23050847"
15499,2021-08-31,Entite 5,F7,"2621,1247322"
15500,2021-09-01,Entite 1,F2,"180,8159204"
15501,2021-09-01,Entite 1,F3,"442,6559719"
15502,2021-09-01,Entite 1,F5,"55,744"
15503,2021-09-01,Entite 1,F6,"941,76394763"
15504,2021-09-01,Entite 1,F7,"367,84"
15505,2021-09-01,Entite 2,F1,"1567,0949458"
15506,2021-09-01,Entite 2,F2,"698,20248705"
