id,date_appel,entite,famille,nombre_entrants_corrige
12,2019-01-02,Entite 1,F2,165
13,2019-01-02,Entite 1,F3,54
14,2019-01-02,Entite 1,F4,1
15,2019-01-02,Entite 1,F5,99
16,2019-01-02,Entite 1,F6,1487
17,2019-01-02,Entite 1,F7,808
18,2019-01-02,Entite 2,F1,1479
19,2019-01-02,Entite 2,F2,895
20,2019-01-02,Entite 2,F3,41
21,2019-01-02,Entite 3,F2,12
22,2019-01-02,Entite 3,F5,297
23,2019-01-02,Entite 3,F7,813
24,2019-01-02,Entite 4,F5,42
25,2019-01-02,Entite 4,F7,337
26,2019-01-02,Entite 5,F1,2
27,2019-01-02,Entite 5,F2,777
28,2019-01-02,Entite 5,F3,38
29,2019-01-02,Entite 5,F5,579
30,2019-01-02,Entite 5,F6,873
31,2019-01-02,Entite 5,F7,4222
32,2019-01-03,Entite 1,F2,167
33,2019-01-03,Entite 1,F3,46
34,2019-01-03,Entite 1,F5,123
35,2019-01-03,Entite 1,F6,1440
36,2019-01-03,Entite 1,F7,777
37,2019-01-03,Entite 2,F1,1551
38,2019-01-03,Entite 2,F2,940
39,2019-01-03,Entite 2,F3,12
40,2019-01-03,Entite 3,F2,7
41,2019-01-03,Entite 3,F5,396
42,2019-01-03,Entite 3,F7,773
43,2019-01-03,Entite 4,F5,38
44,2019-01-03,Entite 4,F7,328
45,2019-01-03,Entite 5,F2,777
46,2019-01-03,Entite 5,F3,27
47,2019-01-03,Entite 5,F5,523
48,2019-01-03,Entite 5,F6,911
49,2019-01-03,Entite 5,F7,3888
50,2019-01-04,Entite 1,F1,1
51,2019-01-04,Entite 1,F2,192
52,2019-01-04,Entite 1,F3,49
53,2019-01-04,Entite 1,F5,125
54,2019-01-04,Entite 1,F6,1482
55,2019-01-04,Entite 1,F7,763
56,2019-01-04,Entite 2,F1,1651
57,2019-01-04,Entite 2,F2,884
58,2019-01-04,Entite 2,F3,14
59,2019-01-04,Entite 3,F2,27
60,2019-01-04,Entite 3,F5,405
61,2019-01-04,Entite 3,F7,738
62,2019-01-04,Entite 4,F5,47
63,2019-01-04,Entite 4,F7,389
64,2019-01-04,Entite 5,F2,752
65,2019-01-04,Entite 5,F3,36
66,2019-01-04,Entite 5,F5,483
67,2019-01-04,Entite 5,F6,771
68,2019-01-04,Entite 5,F7,4044
69,2019-01-05,Entite 1,F2,16
70,2019-01-05,Entite 1,F3,26
71,2019-01-05,Entite 1,F5,17
72,2019-01-05,Entite 1,F6,582
73,2019-01-05,Entite 1,F7,242
74,2019-01-05,Entite 2,F1,405
75,2019-01-05,Entite 2,F2,235
76,2019-01-05,Entite 2,F3,12
77,2019-01-05,Entite 3,F2,3
78,2019-01-05,Entite 3,F7,25
79,2019-01-05,Entite 5,F2,208
80,2019-01-05,Entite 5,F3,38
81,2019-01-05,Entite 5,F5,111
82,2019-01-05,Entite 5,F6,495
83,2019-01-05,Entite 5,F7,1108
84,2019-01-07,Entite 1,F1,1
85,2019-01-07,Entite 1,F2,207
86,2019-01-07,Entite 1,F3,90
87,2019-01-07,Entite 1,F5,135
88,2019-01-07,Entite 1,F6,2087
89,2019-01-07,Entite 1,F7,1257
90,2019-01-07,Entite 2,F1,2360
91,2019-01-07,Entite 2,F2,1118
92,2019-01-07,Entite 2,F3,63
93,2019-01-07,Entite 2,F5,2
94,2019-01-07,Entite 3,F2,15
95,2019-01-07,Entite 3,F5,458
96,2019-01-07,Entite 3,F7,882
97,2019-01-07,Entite 4,F5,65
98,2019-01-07,Entite 4,F7,656
99,2019-01-07,Entite 5,F2,1024
100,2019-01-07,Entite 5,F3,70
101,2019-01-07,Entite 5,F5,659
102,2019-01-07,Entite 5,F6,860
103,2019-01-07,Entite 5,F7,5320
104,2019-01-08,Entite 1,F2,167
105,2019-01-08,Entite 1,F3,315
106,2019-01-08,Entite 1,F5,125
107,2019-01-08,Entite 1,F6,1753
108,2019-01-08,Entite 1,F7,1233
109,2019-01-08,Entite 2,F1,2433
110,2019-01-08,Entite 2,F2,1027
111,2019-01-08,Entite 2,F3,589
112,2019-01-08,Entite 2,F5,1
113,2019-01-08,Entite 3,F2,8
114,2019-01-08,Entite 3,F5,360
115,2019-01-08,Entite 3,F7,878
116,2019-01-08,Entite 4,F5,46
117,2019-01-08,Entite 4,F7,455
118,2019-01-08,Entite 5,F1,2
119,2019-01-08,Entite 5,F2,965
120,2019-01-08,Entite 5,F3,50
121,2019-01-08,Entite 5,F5,586
122,2019-01-08,Entite 5,F6,632
123,2019-01-08,Entite 5,F7,4721
124,2019-01-09,Entite 1,F2,265
125,2019-01-09,Entite 1,F3,293
126,2019-01-09,Entite 1,F4,1
127,2019-01-09,Entite 1,F5,102
128,2019-01-09,Entite 1,F6,1464
129,2019-01-09,Entite 1,F7,1234
130,2019-01-09,Entite 2,F1,2055
131,2019-01-09,Entite 2,F2,1081
132,2019-01-09,Entite 2,F3,385
133,2019-01-09,Entite 3,F2,14
134,2019-01-09,Entite 3,F5,368
135,2019-01-09,Entite 3,F7,745
136,2019-01-09,Entite 4,F5,22
137,2019-01-09,Entite 4,F7,305
138,2019-01-09,Entite 5,F2,832
139,2019-01-09,Entite 5,F3,51
140,2019-01-09,Entite 5,F5,485
141,2019-01-09,Entite 5,F6,703
142,2019-01-09,Entite 5,F7,4440
143,2019-01-10,Entite 1,F2,175
144,2019-01-10,Entite 1,F3,300
145,2019-01-10,Entite 1,F4,3
146,2019-01-10,Entite 1,F5,109
147,2019-01-10,Entite 1,F6,1643
148,2019-01-10,Entite 1,F7,859
149,2019-01-10,Entite 2,F1,1899
150,2019-01-10,Entite 2,F2,1001
151,2019-01-10,Entite 2,F3,436
152,2019-01-10,Entite 2,F5,2
153,2019-01-10,Entite 3,F2,5
154,2019-01-10,Entite 3,F5,330
155,2019-01-10,Entite 3,F7,751
156,2019-01-10,Entite 4,F5,49
157,2019-01-10,Entite 4,F7,285
158,2019-01-10,Entite 5,F1,1
159,2019-01-10,Entite 5,F2,756
160,2019-01-10,Entite 5,F3,48
161,2019-01-10,Entite 5,F5,534
162,2019-01-10,Entite 5,F6,729
163,2019-01-10,Entite 5,F7,4494
164,2019-01-11,Entite 1,F2,176
165,2019-01-11,Entite 1,F3,266
166,2019-01-11,Entite 1,F4,2
167,2019-01-11,Entite 1,F5,117
168,2019-01-11,Entite 1,F6,1548
169,2019-01-11,Entite 1,F7,819
170,2019-01-11,Entite 2,F1,1853
171,2019-01-11,Entite 2,F2,1007
172,2019-01-11,Entite 2,F3,422
173,2019-01-11,Entite 2,F5,1
174,2019-01-11,Entite 3,F2,4
175,2019-01-11,Entite 3,F5,409
176,2019-01-11,Entite 3,F7,806
177,2019-01-11,Entite 4,F5,41
178,2019-01-11,Entite 4,F7,298
179,2019-01-11,Entite 5,F2,777
180,2019-01-11,Entite 5,F3,39
181,2019-01-11,Entite 5,F5,500
182,2019-01-11,Entite 5,F6,809
183,2019-01-11,Entite 5,F7,4037
184,2019-01-12,Entite 1,F2,22
185,2019-01-12,Entite 1,F3,54
186,2019-01-12,Entite 1,F4,1
187,2019-01-12,Entite 1,F5,15
188,2019-01-12,Entite 1,F6,516
189,2019-01-12,Entite 1,F7,211
190,2019-01-12,Entite 2,F1,496
191,2019-01-12,Entite 2,F2,303
192,2019-01-12,Entite 2,F3,122
193,2019-01-12,Entite 3,F7,36
194,2019-01-12,Entite 5,F2,198
195,2019-01-12,Entite 5,F3,27
196,2019-01-12,Entite 5,F5,108
197,2019-01-12,Entite 5,F6,570
198,2019-01-12,Entite 5,F7,1197
199,2019-01-14,Entite 1,F2,231
200,2019-01-14,Entite 1,F3,307
201,2019-01-14,Entite 1,F4,1
202,2019-01-14,Entite 1,F5,154
203,2019-01-14,Entite 1,F6,1614
204,2019-01-14,Entite 1,F7,1118
205,2019-01-14,Entite 2,F1,2145
206,2019-01-14,Entite 2,F2,1277
207,2019-01-14,Entite 2,F3,479
208,2019-01-14,Entite 3,F2,12
209,2019-01-14,Entite 3,F5,530
210,2019-01-14,Entite 3,F7,973
211,2019-01-14,Entite 4,F5,62
212,2019-01-14,Entite 4,F7,552
213,2019-01-14,Entite 5,F1,5
214,2019-01-14,Entite 5,F2,1072
215,2019-01-14,Entite 5,F3,55
216,2019-01-14,Entite 5,F5,526
217,2019-01-14,Entite 5,F6,816
218,2019-01-14,Entite 5,F7,5221
219,2019-01-15,Entite 1,F2,153
220,2019-01-15,Entite 1,F3,288
221,2019-01-15,Entite 1,F5,119
222,2019-01-15,Entite 1,F6,1495
223,2019-01-15,Entite 1,F7,933
224,2019-01-15,Entite 2,F1,2013
225,2019-01-15,Entite 2,F2,1219
226,2019-01-15,Entite 2,F3,414
227,2019-01-15,Entite 2,F5,1
228,2019-01-15,Entite 3,F2,7
229,2019-01-15,Entite 3,F5,464
230,2019-01-15,Entite 3,F7,987
231,2019-01-15,Entite 4,F5,73
232,2019-01-15,Entite 4,F7,506
233,2019-01-15,Entite 5,F2,957
234,2019-01-15,Entite 5,F3,44
235,2019-01-15,Entite 5,F5,527
236,2019-01-15,Entite 5,F6,609
237,2019-01-15,Entite 5,F7,4503
238,2019-01-16,Entite 1,F1,23
239,2019-01-16,Entite 1,F2,158
240,2019-01-16,Entite 1,F3,257
241,2019-01-16,Entite 1,F5,123
242,2019-01-16,Entite 1,F6,1513
243,2019-01-16,Entite 1,F7,885
244,2019-01-16,Entite 2,F1,1986
245,2019-01-16,Entite 2,F2,1164
246,2019-01-16,Entite 2,F3,401
247,2019-01-16,Entite 3,F2,13
248,2019-01-16,Entite 3,F5,478
249,2019-01-16,Entite 3,F7,816
250,2019-01-16,Entite 4,F5,77
251,2019-01-16,Entite 4,F7,372
252,2019-01-16,Entite 5,F1,2
253,2019-01-16,Entite 5,F2,978
254,2019-01-16,Entite 5,F3,39
255,2019-01-16,Entite 5,F5,485
256,2019-01-16,Entite 5,F6,683
257,2019-01-16,Entite 5,F7,4275
258,2019-01-17,Entite 1,F1,21
259,2019-01-17,Entite 1,F2,183
260,2019-01-17,Entite 1,F3,273
261,2019-01-17,Entite 1,F5,77
262,2019-01-17,Entite 1,F6,1472
263,2019-01-17,Entite 1,F7,703
264,2019-01-17,Entite 2,F1,1833
265,2019-01-17,Entite 2,F2,1065
266,2019-01-17,Entite 2,F3,375
267,2019-01-17,Entite 3,F2,24
268,2019-01-17,Entite 3,F5,448
269,2019-01-17,Entite 3,F7,781
270,2019-01-17,Entite 4,F5,50
271,2019-01-17,Entite 4,F7,316
272,2019-01-17,Entite 5,F1,61
273,2019-01-17,Entite 5,F2,860
274,2019-01-17,Entite 5,F3,35
275,2019-01-17,Entite 5,F5,494
276,2019-01-17,Entite 5,F6,720
277,2019-01-17,Entite 5,F7,3730
278,2019-01-18,Entite 1,F1,39
279,2019-01-18,Entite 1,F2,239
280,2019-01-18,Entite 1,F3,235
281,2019-01-18,Entite 1,F5,94
282,2019-01-18,Entite 1,F6,1500
283,2019-01-18,Entite 1,F7,644
284,2019-01-18,Entite 2,F1,1822
285,2019-01-18,Entite 2,F2,1260
286,2019-01-18,Entite 2,F3,335
287,2019-01-18,Entite 2,F5,1
288,2019-01-18,Entite 3,F2,17
289,2019-01-18,Entite 3,F5,418
290,2019-01-18,Entite 3,F7,739
291,2019-01-18,Entite 4,F5,56
292,2019-01-18,Entite 4,F7,332
293,2019-01-18,Entite 5,F1,29
294,2019-01-18,Entite 5,F2,867
295,2019-01-18,Entite 5,F3,40
296,2019-01-18,Entite 5,F5,509
297,2019-01-18,Entite 5,F6,705
298,2019-01-18,Entite 5,F7,3678
299,2019-01-19,Entite 1,F1,4
300,2019-01-19,Entite 1,F2,21
301,2019-01-19,Entite 1,F3,102
302,2019-01-19,Entite 1,F5,14
303,2019-01-19,Entite 1,F6,548
304,2019-01-19,Entite 1,F7,259
305,2019-01-19,Entite 2,F1,474
306,2019-01-19,Entite 2,F2,309
307,2019-01-19,Entite 2,F3,97
308,2019-01-19,Entite 3,F2,1
309,2019-01-19,Entite 3,F7,31
310,2019-01-19,Entite 5,F1,11
311,2019-01-19,Entite 5,F2,203
312,2019-01-19,Entite 5,F3,28
313,2019-01-19,Entite 5,F5,145
314,2019-01-19,Entite 5,F6,469
315,2019-01-19,Entite 5,F7,1028
316,2019-01-21,Entite 1,F1,45
317,2019-01-21,Entite 1,F2,252
318,2019-01-21,Entite 1,F3,303
319,2019-01-21,Entite 1,F4,1
320,2019-01-21,Entite 1,F5,136
321,2019-01-21,Entite 1,F6,1793
322,2019-01-21,Entite 1,F7,837
323,2019-01-21,Entite 2,F1,2163
324,2019-01-21,Entite 2,F2,1298
325,2019-01-21,Entite 2,F3,517
326,2019-01-21,Entite 2,F5,2
327,2019-01-21,Entite 3,F2,9
328,2019-01-21,Entite 3,F5,595
329,2019-01-21,Entite 3,F7,1042
330,2019-01-21,Entite 4,F5,40
331,2019-01-21,Entite 4,F7,550
332,2019-01-21,Entite 5,F1,61
333,2019-01-21,Entite 5,F2,953
334,2019-01-21,Entite 5,F3,35
335,2019-01-21,Entite 5,F5,534
336,2019-01-21,Entite 5,F6,702
337,2019-01-21,Entite 5,F7,4471
338,2019-01-22,Entite 1,F1,58
339,2019-01-22,Entite 1,F2,205
340,2019-01-22,Entite 1,F3,295
341,2019-01-22,Entite 1,F5,122
342,2019-01-22,Entite 1,F6,1778
343,2019-01-22,Entite 1,F7,879
344,2019-01-22,Entite 2,F1,1909
345,2019-01-22,Entite 2,F2,1284
346,2019-01-22,Entite 2,F3,455
347,2019-01-22,Entite 3,F2,10
348,2019-01-22,Entite 3,F5,499
349,2019-01-22,Entite 3,F7,966
350,2019-01-22,Entite 4,F5,37
351,2019-01-22,Entite 4,F7,401
352,2019-01-22,Entite 5,F1,41
353,2019-01-22,Entite 5,F2,979
354,2019-01-22,Entite 5,F3,31
355,2019-01-22,Entite 5,F5,586
356,2019-01-22,Entite 5,F6,591
357,2019-01-22,Entite 5,F7,4212
358,2019-01-23,Entite 1,F1,61
359,2019-01-23,Entite 1,F2,160
360,2019-01-23,Entite 1,F3,215
361,2019-01-23,Entite 1,F5,121
362,2019-01-23,Entite 1,F6,1585
363,2019-01-23,Entite 1,F7,808
364,2019-01-23,Entite 2,F1,1695
365,2019-01-23,Entite 2,F2,1119
366,2019-01-23,Entite 2,F3,367
367,2019-01-23,Entite 3,F2,29
368,2019-01-23,Entite 3,F5,504
369,2019-01-23,Entite 3,F7,884
370,2019-01-23,Entite 4,F5,51
371,2019-01-23,Entite 4,F7,428
372,2019-01-23,Entite 5,F1,26
373,2019-01-23,Entite 5,F2,894
374,2019-01-23,Entite 5,F3,26
375,2019-01-23,Entite 5,F5,475
376,2019-01-23,Entite 5,F6,608
377,2019-01-23,Entite 5,F7,3834
378,2019-01-24,Entite 1,F1,44
379,2019-01-24,Entite 1,F2,185
380,2019-01-24,Entite 1,F3,247
381,2019-01-24,Entite 1,F5,102
382,2019-01-24,Entite 1,F6,1629
383,2019-01-24,Entite 1,F7,830
384,2019-01-24,Entite 2,F1,1581
385,2019-01-24,Entite 2,F2,1125
386,2019-01-24,Entite 2,F3,326
387,2019-01-24,Entite 3,F2,23
388,2019-01-24,Entite 3,F5,431
389,2019-01-24,Entite 3,F7,880
390,2019-01-24,Entite 4,F5,43
391,2019-01-24,Entite 4,F7,361
392,2019-01-24,Entite 5,F1,39
393,2019-01-24,Entite 5,F2,865
394,2019-01-24,Entite 5,F3,36
395,2019-01-24,Entite 5,F5,498
396,2019-01-24,Entite 5,F6,555
397,2019-01-24,Entite 5,F7,3770
398,2019-01-25,Entite 1,F1,30
399,2019-01-25,Entite 1,F2,192
400,2019-01-25,Entite 1,F3,216
401,2019-01-25,Entite 1,F5,110
402,2019-01-25,Entite 1,F6,1630
403,2019-01-25,Entite 1,F7,1037
404,2019-01-25,Entite 2,F1,1571
405,2019-01-25,Entite 2,F2,1074
406,2019-01-25,Entite 2,F3,340
407,2019-01-25,Entite 2,F5,1
408,2019-01-25,Entite 3,F2,22
409,2019-01-25,Entite 3,F5,537
410,2019-01-25,Entite 3,F7,987
411,2019-01-25,Entite 4,F5,57
412,2019-01-25,Entite 4,F7,314
413,2019-01-25,Entite 5,F1,26
414,2019-01-25,Entite 5,F2,890
415,2019-01-25,Entite 5,F3,33
416,2019-01-25,Entite 5,F5,544
417,2019-01-25,Entite 5,F6,632
418,2019-01-25,Entite 5,F7,4367
419,2019-01-26,Entite 1,F1,3
420,2019-01-26,Entite 1,F2,25
421,2019-01-26,Entite 1,F3,56
422,2019-01-26,Entite 1,F5,16
423,2019-01-26,Entite 1,F6,562
424,2019-01-26,Entite 1,F7,301
425,2019-01-26,Entite 2,F1,364
426,2019-01-26,Entite 2,F2,260
427,2019-01-26,Entite 2,F3,82
428,2019-01-26,Entite 3,F2,3
429,2019-01-26,Entite 3,F7,31
430,2019-01-26,Entite 5,F1,11
431,2019-01-26,Entite 5,F2,183
432,2019-01-26,Entite 5,F3,24
433,2019-01-26,Entite 5,F5,110
434,2019-01-26,Entite 5,F6,481
435,2019-01-26,Entite 5,F7,1059
436,2019-01-28,Entite 1,F1,33
437,2019-01-28,Entite 1,F2,211
438,2019-01-28,Entite 1,F3,255
439,2019-01-28,Entite 1,F5,125
440,2019-01-28,Entite 1,F6,1918
441,2019-01-28,Entite 1,F7,1068
442,2019-01-28,Entite 2,F1,1953
443,2019-01-28,Entite 2,F2,1158
444,2019-01-28,Entite 2,F3,411
445,2019-01-28,Entite 3,F2,36
446,2019-01-28,Entite 3,F5,623
447,2019-01-28,Entite 3,F7,1285
448,2019-01-28,Entite 4,F5,51
449,2019-01-28,Entite 4,F7,547
450,2019-01-28,Entite 5,F1,46
451,2019-01-28,Entite 5,F2,960
452,2019-01-28,Entite 5,F3,52
453,2019-01-28,Entite 5,F5,641
454,2019-01-28,Entite 5,F6,757
455,2019-01-28,Entite 5,F7,4854
456,2019-01-29,Entite 1,F1,36
457,2019-01-29,Entite 1,F2,174
458,2019-01-29,Entite 1,F3,242
459,2019-01-29,Entite 1,F5,100
460,2019-01-29,Entite 1,F6,1645
461,2019-01-29,Entite 1,F7,844
462,2019-01-29,Entite 2,F1,1764
463,2019-01-29,Entite 2,F2,1078
464,2019-01-29,Entite 2,F3,304
465,2019-01-29,Entite 3,F2,3
466,2019-01-29,Entite 3,F5,450
467,2019-01-29,Entite 3,F7,1205
468,2019-01-29,Entite 4,F5,43
469,2019-01-29,Entite 4,F7,405
470,2019-01-29,Entite 5,F1,30
471,2019-01-29,Entite 5,F2,897
472,2019-01-29,Entite 5,F3,27
473,2019-01-29,Entite 5,F5,552
474,2019-01-29,Entite 5,F6,639
475,2019-01-29,Entite 5,F7,4053
476,2019-01-30,Entite 1,F1,18
477,2019-01-30,Entite 1,F2,160
478,2019-01-30,Entite 1,F3,232
479,2019-01-30,Entite 1,F4,4
480,2019-01-30,Entite 1,F5,118
481,2019-01-30,Entite 1,F6,1627
482,2019-01-30,Entite 1,F7,955
483,2019-01-30,Entite 2,F1,1819
484,2019-01-30,Entite 2,F2,1010
485,2019-01-30,Entite 2,F3,339
486,2019-01-30,Entite 3,F2,24
487,2019-01-30,Entite 3,F5,576
488,2019-01-30,Entite 3,F7,997
489,2019-01-30,Entite 4,F5,45
490,2019-01-30,Entite 4,F7,487
491,2019-01-30,Entite 5,F1,25
492,2019-01-30,Entite 5,F2,856
493,2019-01-30,Entite 5,F3,32
494,2019-01-30,Entite 5,F5,602
495,2019-01-30,Entite 5,F6,584
496,2019-01-30,Entite 5,F7,4178
497,2019-01-31,Entite 1,F1,11
498,2019-01-31,Entite 1,F2,168
499,2019-01-31,Entite 1,F3,262
500,2019-01-31,Entite 1,F4,2
501,2019-01-31,Entite 1,F5,88
502,2019-01-31,Entite 1,F6,1330
503,2019-01-31,Entite 1,F7,716
504,2019-01-31,Entite 2,F1,1652
505,2019-01-31,Entite 2,F2,877
506,2019-01-31,Entite 2,F3,281
507,2019-01-31,Entite 3,F2,10
508,2019-01-31,Entite 3,F5,438
509,2019-01-31,Entite 3,F7,904
510,2019-01-31,Entite 4,F5,61
511,2019-01-31,Entite 4,F7,378
512,2019-01-31,Entite 5,F1,25
513,2019-01-31,Entite 5,F2,807
514,2019-01-31,Entite 5,F3,38
515,2019-01-31,Entite 5,F5,489
516,2019-01-31,Entite 5,F6,778
517,2019-01-31,Entite 5,F7,3441
518,2019-02-01,Entite 1,F1,8
519,2019-02-01,Entite 1,F2,185
520,2019-02-01,Entite 1,F3,237
521,2019-02-01,Entite 1,F5,92
522,2019-02-01,Entite 1,F6,1351
523,2019-02-01,Entite 1,F7,743
524,2019-02-01,Entite 2,F1,1515
525,2019-02-01,Entite 2,F2,889
526,2019-02-01,Entite 2,F3,274
527,2019-02-01,Entite 2,F5,2
528,2019-02-01,Entite 3,F2,16
529,2019-02-01,Entite 3,F5,393
530,2019-02-01,Entite 3,F7,800
531,2019-02-01,Entite 4,F5,65
532,2019-02-01,Entite 4,F7,334
533,2019-02-01,Entite 5,F1,32
534,2019-02-01,Entite 5,F2,738
535,2019-02-01,Entite 5,F3,27
536,2019-02-01,Entite 5,F5,514
537,2019-02-01,Entite 5,F6,728
538,2019-02-01,Entite 5,F7,3562
539,2019-02-02,Entite 1,F1,1
540,2019-02-02,Entite 1,F2,23
541,2019-02-02,Entite 1,F3,68
542,2019-02-02,Entite 1,F5,17
543,2019-02-02,Entite 1,F6,520
544,2019-02-02,Entite 1,F7,229
545,2019-02-02,Entite 2,F1,399
546,2019-02-02,Entite 2,F2,226
547,2019-02-02,Entite 2,F3,96
548,2019-02-02,Entite 3,F7,27
549,2019-02-02,Entite 5,F1,6
550,2019-02-02,Entite 5,F2,164
551,2019-02-02,Entite 5,F3,25
552,2019-02-02,Entite 5,F5,138
553,2019-02-02,Entite 5,F6,483
554,2019-02-02,Entite 5,F7,974
555,2019-02-04,Entite 1,F1,37
556,2019-02-04,Entite 1,F2,230
557,2019-02-04,Entite 1,F3,311
558,2019-02-04,Entite 1,F4,3
559,2019-02-04,Entite 1,F5,143
560,2019-02-04,Entite 1,F6,1780
561,2019-02-04,Entite 1,F7,1298
562,2019-02-04,Entite 2,F1,1946
563,2019-02-04,Entite 2,F2,1079
564,2019-02-04,Entite 2,F3,354
565,2019-02-04,Entite 3,F2,12
566,2019-02-04,Entite 3,F5,698
567,2019-02-04,Entite 3,F7,1361
568,2019-02-04,Entite 4,F5,77
569,2019-02-04,Entite 4,F7,753
570,2019-02-04,Entite 5,F1,38
571,2019-02-04,Entite 5,F2,962
572,2019-02-04,Entite 5,F3,33
573,2019-02-04,Entite 5,F5,658
574,2019-02-04,Entite 5,F6,1004
575,2019-02-04,Entite 5,F7,5498
576,2019-02-05,Entite 1,F1,9
577,2019-02-05,Entite 1,F2,227
578,2019-02-05,Entite 1,F3,351
579,2019-02-05,Entite 1,F4,1
580,2019-02-05,Entite 1,F5,146
581,2019-02-05,Entite 1,F6,1915
582,2019-02-05,Entite 1,F7,1350
583,2019-02-05,Entite 2,F1,1990
584,2019-02-05,Entite 2,F2,1143
585,2019-02-05,Entite 2,F3,351
586,2019-02-05,Entite 3,F2,10
587,2019-02-05,Entite 3,F5,680
588,2019-02-05,Entite 3,F7,1196
589,2019-02-05,Entite 4,F5,70
590,2019-02-05,Entite 4,F7,729
591,2019-02-05,Entite 5,F1,32
592,2019-02-05,Entite 5,F2,922
593,2019-02-05,Entite 5,F3,44
594,2019-02-05,Entite 5,F5,615
595,2019-02-05,Entite 5,F6,719
596,2019-02-05,Entite 5,F7,4914
597,2019-02-06,Entite 1,F1,8
598,2019-02-06,Entite 1,F2,210
599,2019-02-06,Entite 1,F3,351
600,2019-02-06,Entite 1,F5,134
601,2019-02-06,Entite 1,F6,1839
602,2019-02-06,Entite 1,F7,1152
603,2019-02-06,Entite 2,F1,1843
604,2019-02-06,Entite 2,F2,1198
605,2019-02-06,Entite 2,F3,490
606,2019-02-06,Entite 3,F2,8
607,2019-02-06,Entite 3,F5,699
608,2019-02-06,Entite 3,F7,1104
609,2019-02-06,Entite 4,F5,91
610,2019-02-06,Entite 4,F7,873
611,2019-02-06,Entite 5,F1,29
612,2019-02-06,Entite 5,F2,870
613,2019-02-06,Entite 5,F3,69
614,2019-02-06,Entite 5,F5,727
615,2019-02-06,Entite 5,F6,888
616,2019-02-06,Entite 5,F7,5259
617,2019-02-07,Entite 1,F1,9
618,2019-02-07,Entite 1,F2,225
619,2019-02-07,Entite 1,F3,309
620,2019-02-07,Entite 1,F5,99
621,2019-02-07,Entite 1,F6,1458
622,2019-02-07,Entite 1,F7,766
623,2019-02-07,Entite 2,F1,1762
624,2019-02-07,Entite 2,F2,1122
625,2019-02-07,Entite 2,F3,392
626,2019-02-07,Entite 3,F2,1
627,2019-02-07,Entite 3,F5,437
628,2019-02-07,Entite 3,F7,848
629,2019-02-07,Entite 4,F5,62
630,2019-02-07,Entite 4,F7,555
631,2019-02-07,Entite 5,F1,28
632,2019-02-07,Entite 5,F2,811
633,2019-02-07,Entite 5,F3,51
634,2019-02-07,Entite 5,F5,525
635,2019-02-07,Entite 5,F6,617
636,2019-02-07,Entite 5,F7,4161
637,2019-02-08,Entite 1,F1,6
638,2019-02-08,Entite 1,F2,193
639,2019-02-08,Entite 1,F3,250
640,2019-02-08,Entite 1,F5,89
641,2019-02-08,Entite 1,F6,1323
642,2019-02-08,Entite 1,F7,810
643,2019-02-08,Entite 2,F1,1486
644,2019-02-08,Entite 2,F2,1012
645,2019-02-08,Entite 2,F3,328
646,2019-02-08,Entite 3,F2,18
647,2019-02-08,Entite 3,F5,393
648,2019-02-08,Entite 3,F7,780
649,2019-02-08,Entite 4,F5,60
650,2019-02-08,Entite 4,F7,375
651,2019-02-08,Entite 5,F1,21
652,2019-02-08,Entite 5,F2,784
653,2019-02-08,Entite 5,F3,49
654,2019-02-08,Entite 5,F5,531
655,2019-02-08,Entite 5,F6,663
656,2019-02-08,Entite 5,F7,3673
657,2019-02-09,Entite 1,F1,3
658,2019-02-09,Entite 1,F2,9
659,2019-02-09,Entite 1,F3,87
660,2019-02-09,Entite 1,F5,17
661,2019-02-09,Entite 1,F6,484
662,2019-02-09,Entite 1,F7,241
663,2019-02-09,Entite 2,F1,360
664,2019-02-09,Entite 2,F2,228
665,2019-02-09,Entite 2,F3,88
666,2019-02-09,Entite 3,F2,3
667,2019-02-09,Entite 3,F7,14
668,2019-02-09,Entite 5,F1,8
669,2019-02-09,Entite 5,F2,161
670,2019-02-09,Entite 5,F3,32
671,2019-02-09,Entite 5,F5,121
672,2019-02-09,Entite 5,F6,354
673,2019-02-09,Entite 5,F7,1022
674,2019-02-11,Entite 1,F1,6
675,2019-02-11,Entite 1,F2,197
676,2019-02-11,Entite 1,F3,343
677,2019-02-11,Entite 1,F5,120
678,2019-02-11,Entite 1,F6,1725
679,2019-02-11,Entite 1,F7,976
680,2019-02-11,Entite 2,F1,1761
681,2019-02-11,Entite 2,F2,1172
682,2019-02-11,Entite 2,F3,449
683,2019-02-11,Entite 3,F2,19
684,2019-02-11,Entite 3,F5,435
685,2019-02-11,Entite 3,F7,1056
686,2019-02-11,Entite 4,F5,67
687,2019-02-11,Entite 4,F7,517
688,2019-02-11,Entite 5,F1,34
689,2019-02-11,Entite 5,F2,963
690,2019-02-11,Entite 5,F3,53
691,2019-02-11,Entite 5,F5,637
692,2019-02-11,Entite 5,F6,777
693,2019-02-11,Entite 5,F7,4731
694,2019-02-12,Entite 1,F1,6
695,2019-02-12,Entite 1,F2,156
696,2019-02-12,Entite 1,F3,296
697,2019-02-12,Entite 1,F5,101
698,2019-02-12,Entite 1,F6,1392
699,2019-02-12,Entite 1,F7,778
700,2019-02-12,Entite 2,F1,1804
701,2019-02-12,Entite 2,F2,1037
702,2019-02-12,Entite 2,F3,387
